scorer,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010,DLC_Resnet50_Model_02Jun12shuffle2_detector_100_snapshot_010
bodyparts,Nose,Nose,Nose,Jaw,Jaw,Jaw,Nape,Nape,Nape,Withers,Withers,Withers,Tail_set,Tail_set,Tail_set,Tail_mid,Tail_mid,Tail_mid,Tail_tip,Tail_tip,Tail_tip,Left_Elbow,Left_Elbow,Left_Elbow,Left_Claw,Left_Claw,Left_Claw,Right_Elbow,Right_Elbow,Right_Elbow,Right_Claw,Right_Claw,Right_Claw,Left_Foot,Left_Foot,Left_Foot,Right_Foot,Right_Foot,Right_Foot
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,631.7294,583.5363,0.6948819,637.7643,617.87115,0.65547866,619.7798,528.1442,0.51937336,744.7929,603.23956,0.63864636,921.0483,597.9608,0.85451686,932.20905,635.11597,0.7912018,1007.53613,630.8446,0.6524675,748.6109,739.46454,0.7797299,651.5419,783.89484,0.88197535,612.84155,736.4899,0.8517406,499.5898,775.55817,0.7990119,1063.0836,685.7068,0.93445873,899.2869,647.3584,0.87725425
1,636.2649,583.5363,0.70440346,642.14386,617.87115,0.66175634,623.5165,528.1442,0.5312655,747.95715,603.23956,0.6153304,923.18463,598.5193,0.8596534,934.8068,635.11597,0.79115736,1009.921,630.8446,0.64581627,751.1695,739.46454,0.7799839,653.32715,783.89484,0.9207705,615.8453,736.4899,0.87676895,502.3524,775.55817,0.8363543,1065.1244,685.7068,0.93387824,902.19586,647.3584,0.86382335
2,643.40765,583.5363,0.71437895,647.19446,619.5455,0.70948327,626.13336,528.1442,0.5251566,748.1863,603.23956,0.6214116,925.54663,598.5193,0.83482647,936.104,635.11597,0.7712369,1010.1103,630.8446,0.68594307,752.34,739.46454,0.79802406,655.0415,783.89484,0.93264765,617.42755,736.63416,0.9176115,503.8316,775.55817,0.8787233,1065.5021,685.7068,0.9403288,904.4424,647.3584,0.8665534
3,651.763,579.9974,0.7703337,654.2401,617.87115,0.69421154,642.55865,525.69904,0.5240007,748.4048,601.8724,0.60835695,927.2961,597.9608,0.8325676,937.49133,634.491,0.7719962,1011.6383,630.4148,0.68281823,753.5699,738.87555,0.80011195,656.5962,783.5006,0.9331246,618.7919,736.6998,0.928089,505.57584,775.4346,0.8911691,1067.0754,685.4388,0.9339619,905.78845,647.0857,0.8630552
4,662.69684,574.82184,0.77842754,661.6227,616.27124,0.6072189,646.2864,525.65265,0.59824634,750.02106,600.38824,0.6036261,928.6229,597.92004,0.82625306,938.47754,633.95526,0.7686569,1012.44006,629.9002,0.6963033,755.31616,738.6531,0.806921,658.79694,782.96826,0.93616414,620.56757,736.6998,0.94151735,508.03427,775.0275,0.8950454,1067.4464,684.4582,0.9398882,906.9107,646.01855,0.87089074
5,673.5718,564.15985,0.7717324,676.3328,613.51184,0.6151207,649.023,525.5092,0.6892828,751.4763,600.38824,0.604161,930.0471,597.85754,0.81671304,939.4728,633.8603,0.7662628,1013.90295,629.51,0.70811915,756.83484,738.6531,0.8028025,660.0063,782.7555,0.93175495,622.0448,736.409,0.9393955,509.66284,774.766,0.9052838,1068.6918,684.30237,0.937765,908.0149,645.6919,0.8726834
6,678.0511,561.12225,0.85093933,679.91815,612.392,0.72435594,652.53754,524.9181,0.7061549,753.0437,600.38824,0.6257624,931.173,597.5073,0.8275207,940.7658,633.49854,0.77221614,1015.5156,629.51,0.6959575,758.16327,738.58704,0.7940345,660.93054,782.52673,0.9220863,622.84534,736.2005,0.9328488,510.09637,774.38074,0.8947583,1070.3333,684.09845,0.9333989,909.0728,645.68036,0.87550974
7,682.8631,559.43024,0.8688517,683.1667,612.3573,0.7680493,655.0332,524.7371,0.7180242,754.9039,601.1556,0.62954754,932.1673,597.5073,0.83753574,941.94653,633.4271,0.77570105,1017.1131,629.51,0.68086404,759.638,738.58704,0.7865095,662.13617,782.52673,0.9222637,623.96423,735.7845,0.9178656,510.5963,774.02795,0.87454945,1072.0916,684.09436,0.9327265,909.9563,645.57587,0.8810924
